7512044,精神統一,此卡名的卡1回合僅能發動1張。\n①：從牌組把1張「精神統一」加入手牌。
7526150,機甲怪,從與異次元相通的洞裡出來的鋼鐵大魔人。
7540107,剛鬼　膽識,此卡名的②③效果1回合各僅能使用1次。\n①：守備表示的此卡不會被戰鬥破壞。\n②：我方主要階段才能發動。我方場上的全部「剛鬼」怪獸攻擊力上升200。\n③：此卡從場上送去墓地的場合才能發動。從牌組把此卡名以外的1張「剛鬼」卡加入手牌。
7541475,歌舞伎龍,①：1回合1次，我方的攻擊怪獸和對方怪獸進行戰鬥的傷害計算前才能發動。變更對方怪獸的表示形式。\n②：1回合1次，對方的攻擊怪獸和我方怪獸進行戰鬥的傷害計算前才能發動。變更對方攻擊怪獸的表示形式。
7548747,宏大魔之導【魔煉】,此卡名的卡1回合僅能發動1張。\n①：以我方場上1體「魔煉」怪獸為對象才能發動。從我方額外牌組‧場上‧墓地選擇1體等級4以外「魔煉」怪獸當作裝備卡使用給作為對象怪獸裝備。我方墓地有「魔煉」融合‧同步‧超量‧連結怪獸各1體以上存在的場合，也能從「魔煉」怪獸以外額外牌組的融合‧同步‧超量‧連結怪獸中選擇此效果裝備之怪獸。
7562372,宇宙殺人機,來自宇宙盡頭的殺人機器。用不明金屬製作。
7563579,Em火布偶,此卡名的①靈擺效果1回合僅能使用1次。\n①：我方場上的表側表示的「Em」怪獸被戰鬥‧效果破壞的場合才能發動。靈擺區的此卡特殊召喚到場上。之後，我方受到500傷害。\n【怪獸效果】\n①：場上的此卡被戰鬥‧效果破壞的場合才能發動。從手牌‧牌組把此卡名以外的1體「Em」怪獸特殊召喚。
7565547,力的集約,選擇場上一體表側表示怪獸。場上所有存在的裝備卡會裝備到指定的怪獸上。當對象不正確時，該裝備卡破壞。
7572887,異次元的女戰士,①：此卡和對方怪獸進行戰鬥的傷害計算後才能發動。此卡和該對方戰鬥的怪獸除外。
7573135,劍鬥獸　奧古斯都,①：此卡用「劍鬥獸」怪獸的效果特殊召喚成功時才能發動。從手牌把1體「劍鬥獸」怪獸守備表示特殊召喚。以此效果特殊召喚的怪獸在結束階段時回到持有者牌組。\n②：此卡進行戰鬥的戰鬥階段結束時讓此卡回到持有者牌組才能發動。從牌組把「劍鬥獸　奧古斯都」以外的1體「劍鬥獸」怪獸特殊召喚。
7574904,突變質獸　武庫型,僅能用「突變質」卡的效果才能特殊召喚。\n此卡名的②③效果1回合僅能各使用1次。\n①：此卡不會成為對方陷阱卡效果的對象。\n②：對方把怪獸效果發動時，從我方手牌‧場上把1張卡除外，以場上1體怪獸為對象才能發動。該卡除外。\n③：此卡被對方破壞的場合，以我方除外的1張「突變質」魔法卡為對象才能發動。該卡加入手牌。
7576264,幻獸 野生角,此卡攻擊守備表示怪獸時，攻擊力若超過守備表示怪獸的守備力，該數值差距則給予對方戰鬥傷害。
7582066,念力惡魔,協調＋協調以外的超能族怪獸1體以上\n我方的主要階段時，1回合1次，可以隨機選擇對方的1張手牌並猜那張卡的種類（怪獸‧魔法‧陷阱）。猜中的場合，此卡的攻擊力直到對方回合的結束階段為止上升1000。
7593748,奇巧人偶－基岡提斯人偶,等級四「奇巧人偶」怪獸二體\n此卡名的①②效果1回合各僅能使用1次。\n①：把此卡2個超量素材取除，已對方場上最多2體怪獸為對象才能發動。直到回合結束階段得到那些怪獸的控制權。此效果發動過的回合，我方不是「奇巧人偶」怪獸不能特殊召喚，不用超量怪獸不能攻擊宣言。\n②：把此卡解放才能發動。我方場上的全部怪獸直到回合結束時變成等級8。
7602800,黑羽之旋風,①：1回合1次，我方從額外牌組把闇屬性同步怪獸特殊召喚的場合，從我方墓地的怪獸以及被除外的我方怪獸之中，以1體比該特殊召喚的怪獸的攻擊力低的「BF」怪獸或是「黑暗羽翼龍」為對象才能發動。該怪獸特殊召喚。\n②：1回合1次，我方場上的闇屬性被戰鬥‧效果破壞的場合，可以作為代替把我方場上的1個黑羽計數器取除。
7602840,UFO機人,此卡因戰鬥被破壞而送進墓地時，可以從牌組以表側攻擊表示特殊召喚1體攻擊力 1500 以下的機械族怪獸。之後為牌組洗牌。
7608148,Vivid Tail【躍動甩尾】,此卡名的①②效果1回合僅能有1次使用其中任意1個。\n①：以我方場上1張卡為對象才能發動。該卡回到原持有者手牌。\n②：此卡於墓地存在，以我方場上1張表側表示的卡為對象才能發動。此卡於我方場上覆蓋，該表側表示的卡回到原持有者的手牌。因此效果覆蓋之此卡從場上離開的場合除外。此回合，我方不能將因此效果回到手牌的卡與其同名卡的效果發動。
7610394,眷現之咒眼,此卡名的①②效果1回合各僅能使用1次。\n①：在我方場上把1體「咒眼之眷屬衍生物」（惡魔族‧闇‧等級1‧攻／守400）特殊召喚。我方魔法與陷阱區有「塞勒涅之咒眼」存在的場合，此效果特殊召喚的數量可以變成2體。此卡發動後，直到回合結束時我方不是惡魔族怪獸不能特殊召喚。\n②：把墓地的此卡除外才能發動。此回合，我方場上「咒眼」魔法‧陷阱卡不會成為對方的效果對象。
7610395,咒眼之眷屬衍生物,由「眷現之咒眼」的效果特殊召喚。
7614732,大融合【融和】,①：從我方的手牌‧場上將融合怪獸卡上決定的3體以上的融合素材怪獸送入墓地，從額外牌組把那1體融合怪獸融合召喚。此效果融合召喚的怪獸得到以下效果。\n●此卡不會被效果破壞。\n●此卡攻擊守備表示的怪獸的場合，給予該攻擊力超過守備力的戰鬥傷害。
7617062,鬼計博物館,①：此卡於場地區域存在，裡側守備表示的怪獸不會被作為攻擊對象。 （我方場上只有被此效果適用的怪獸存在狀態中對方之攻擊變成對我方直接攻擊。）\n②：此卡於場地區域存在，我方場上「鬼計」怪獸以外的怪獸不能攻擊。\n③：怪獸以戰鬥給予玩家戰鬥傷害的那次傷害步驟結束時發動。該怪獸變成裡側守備表示。
7617253,虹之行方,①：對方怪獸攻擊宣言時，將我方魔法與陷阱區域1張「寶玉獸」卡送入墓地，以那1體怪獸為對象才能發動。該怪獸攻擊無效，可以從牌組把1張「究極寶玉神」卡加入手牌。
7623640,暗黑界的導師　賽爾利,①：此卡被效果從手牌捨棄到墓地的場合發動。此卡在對方場上表側守備表示特殊召喚。\n②：此卡用「暗黑界」卡的效果特殊召喚成功的場合發動。對方選擇自身1張手牌捨棄。
7625614,稀有黃金盔甲,①：對方僅能攻擊裝備此卡的怪獸。
7631534,双天腳　鎧吽,「双天」怪獸二體\n此卡名的②的效果1回合僅能使用1次。\n①：我方場上「双天」融合怪獸被效果破壞的場合，可以作為代替把我方場上1體「双天」怪獸破壞。\n②：效果怪獸為素材作融合召喚「双天」融合怪獸在我方場上存在的場合，我方‧對方主要階段，以從額外牌組特殊召喚的1體表側表示怪獸為對象才能發動。該怪獸的效果直到回合結束時無效。
7634581,奧雷卡爾克斯修羅諾斯,此卡不能通常召喚。我方場上存在的通常怪獸被戰鬥破壞的場合，此卡可以從手牌特殊召喚。此卡攻擊力為對方場上怪獸數量×1000。此卡在場上表側表示存在為限，場上表側表示存在等級4的通常怪獸不會被卡片效果破壞。
7653207,水波噴射引擎,選擇我方場上表側表示存在的1體魚族‧海龍‧水族怪獸來發動。選擇怪獸的攻擊力上升1000。
7670542,B類植物,地下研究所的試驗大失敗所產生的怪獸。
7672244,紫煙之間諜,①：以我方場上1體怪獸為對象才能發動。該怪獸的控制權直到回合結束階段為止轉移給對方。
7700132,蠕蟲‧貴族,①：此卡因對方怪獸攻擊而反轉的場合發動。給予對方相當於該對方怪獸攻擊力一半數值的傷害。
7714344,EM宥妮,①：此卡召喚‧特殊召喚成功的回合的我方的主要階段時可以發動。從手牌將1體等級3以下的「EM」怪獸特殊召喚。\n②：對方回合時，可以從我方墓地將1體此卡名以外的「EM」怪獸以及此卡除外發動。此回合僅1次我方受到的戰鬥傷害變為0。
7721912,聖騎士之持槍者,此卡名的①②效果1回合各僅能使用1次。\n①：此卡召喚‧特殊召喚成功的場合，以我方場上1體等級8以下的怪獸為對象才能發動。該怪獸直到回合結束為止卡名當作「鮮花同步者」，作為協調使用。\n②：把此卡解放才能發動。從牌組把1張裝備魔法卡加入手牌。
7733560,時械神　米奇恩,此卡不能從牌組特殊召喚。\n①：我方場上沒有怪獸存在的場合，此卡可以不用解放作召喚。\n②：此卡不會被戰鬥‧效果破壞，此卡的戰鬥發生的對我方的戰鬥傷害變成0。\n③：此卡進行戰鬥的戰鬥階段結束時發動。對方生命值變成一半。\n④：我方準備階段發動。此卡回到持有者牌組。
7736719,空氣循環機,此卡召喚成功時才可發動。將我方2張手牌加入牌組洗牌，從牌組抽2張卡。此卡破壞時，從我方牌組抽1張卡。
7778726,超超星星,光屬性怪獸二體\n此卡名的②效果1回合僅能使用1次。\n①：只要此卡在怪獸區存在，場上的光屬性怪獸的攻擊力‧守備力上升500，闇屬性怪獸的攻擊力‧守備力下降400。\n②：此卡被戰鬥‧效果破壞的場合，以我方墓地 1 體光屬性怪獸為對象才能發動。那體怪獸加入手牌。
7799906,EM微笑魔術家,此卡名的①靈擺效果1回合僅能使用1次。\n①：持有比原攻擊力高之攻擊力的我方場上怪獸被戰鬥‧效果破壞的場合才能發動。靈擺區域的此卡特殊召喚。\n【怪獸效果】\n此卡名的①②怪獸效果1回合各僅能使用1次。\n①：此卡召喚‧特殊召喚成功的場合才能發動。從牌組把1張「微笑」魔法‧陷阱卡加入手牌。\n②：我方場上怪獸只有「EM」怪獸、「魔術師」靈擺怪獸、「異色眼」怪獸，此卡攻擊力比原攻擊力高的場合才能發動。我方從牌組抽出持有比原攻擊力高的攻擊力的我方場上怪獸數量。此回合，我方不能把怪獸特殊召喚。
7802006,魔草蔓陀羅,反轉：場上可搭載魔力計數器的卡全部得到1個魔力計數器。
7805147,兵隊龍,①：1回合1次，對方把魔法‧陷阱‧怪獸效果發動時才能發動。從牌組把1體僅等級2以下的龍族怪獸特殊召喚。\n
7805359,苔,把敵人整個吞下，並消化作為能量來補充自己。
7811875,重力崩壞,①：對方把怪獸召喚·反轉召喚·特殊召喚之際，把我方場上1體表側表示同步怪獸送去墓地才能發動。那個無效，那些怪獸破壞。此回合，對方不能把怪獸召喚·反轉召喚·特殊召喚。
7817703,D‧力量裝備【變形鬥士】,等級3的「變形鬥士」怪獸才能裝備。\n①：裝備怪獸的攻擊力變成原本攻擊力的兩倍。\n②：此卡發動後的第二個我方準備階段發動。此卡破壞，我方受到裝備怪獸原本攻擊力數值的傷害。
7841112,救世星龍,「救世龍」＋「星塵龍」＋協調以外的怪獸1體\n對方發動魔法‧陷阱‧效果怪獸的效果時，可以將此卡解放使該發動無效，將對方場上的卡片全部破壞。1回合1次，到結束階段為止可將對方場上表側表示存在的1體怪獸的效果無效化。另外，無效化的怪獸所記載的效果可以當作此卡的效果發動1次。結束階段時此卡回到額外牌組，我方墓地存在的1體「星塵龍」特殊召喚。
7841921,疾走之暗黑騎士　蓋亞,此卡名的③效果1回合僅能使用1次。\n①：此卡可以不解放怪獸來召喚。\n②：不解放怪獸來召喚的此卡，原攻擊力變成1900。\n③：此卡被解放的場合可以發動，從牌組將1張「混沌士兵」卡加入手牌。
7845138,茫漠的死者,①：我方生命值是2000以下的場合，此卡可以從手牌特殊召喚。\n②：此卡召喚‧特殊召喚成功的場合發動。此卡的攻擊力變成對方生命值一半之數值。
7850740,超量滑行海豚,此卡名的①②效果1回合各僅能使用1次。\n①：我方場上有超量怪獸特殊召喚的場合才能發動。此卡從手牌特殊召喚。\n②：此卡在墓地存在，我方場上有超量怪獸特殊召喚的場合，以那1體超量怪獸為對象才能發動。把此卡在那體怪獸下面重疊作為超量素材。此效果在此卡送去墓地的回合不能發動。
7852509,破壞輪迴,①：此卡的卡名在場上存在當作「破壞輪」。\n②：1回合1次，除傷害步驟外，場上的怪獸因卡的效果破壞的場合，可以選擇場上1體怪獸發動。該怪獸破壞，雙方玩家受到500傷害。
7852510,破壞輪迴,①：此卡的卡名在場上存在當作「破壞輪」。\n②：1回合1次，除傷害步驟外，場上的怪獸因卡的效果破壞的場合，可以選擇場上1體怪獸發動。該怪獸破壞，雙方玩家受到500傷害。
7852878,針三千本,守備表示的此卡受到攻擊的場合，若此卡的守備力超過攻擊怪獸的攻擊力，在傷害步驟結束時破壞那體攻擊怪獸。
7864030,超重武者　松明－2,①：對方怪獸攻擊宣言時我方墓地沒有魔法‧陷阱卡存在的場合，把此卡從手牌送入墓地，以我方場上的1體「超重武者」怪獸為對象才能發動。攻擊對象轉移到那體怪獸進行傷害計算。\n②：1回合1次，對方怪獸攻擊宣言時才能發動。攻擊對象轉移到此卡進行傷害計算。\n③：此卡不會被戰鬥破壞。
7868571,鍊裝勇士‧銀鳥,①：1回合1次，以我方場上除此卡以外表側表示的1張卡為對象才能發動。該卡破壞，從牌組將1張「鍊裝」魔法‧陷阱卡覆蓋到我方場上。\n【怪獸敘述】\n操縱著白銀亞光速噴氣機的美麗狙擊手。想捕捉到用超常識速度飛馳的她是幾乎不可能的事，沒有辦法能從快如光速時施展的一擊中逃脫出去。
7889323,鐵獸的死線,此卡名的①②效果1回合各僅能使用1次。\n①：我方場上有獸族·獸戰士族·鳥獸族怪獸特殊召喚成功的場合，以我方除外的1體「鐵獸」怪獸為對象才能發動。該怪獸加入手牌。\n②：我方的「鐵獸」怪獸和對方怪獸進行戰鬥的傷害計算後才能發動。該對方怪獸回到原持有者手牌。
7892180,念力河童,能使用多種超能力避開攻擊的河童。
7902349,被封印的左腕,被封印的左腕。封印解開的話能夠得到無限的力量。
7903368,水晶骷髏,此卡名的②效果1回合僅能使用1次。\n①：此卡召喚‧反轉召喚‧特殊召喚成功的場合發動。我方受到1000傷害。那之後，此卡變成守備表示。\n②：我方沒有受到效果傷害的回合結束階段才能發動。從牌組選擇1體攻擊力0的岩石族怪獸加入手牌或特殊召喚。
7913375,砲擊的飛箭龜,此卡名的①效果1回合僅能使用1次。\n①：把我方場上1體怪獸解放才能發動。從手牌‧牌組把1體「暗黑騎士　蓋亞」怪獸或龍族‧等級5怪獸特殊召喚。
7914843,電磁跳蚤蟲,①：此卡反轉的場合，以對方場上1體機械族怪獸為對象發動。直到下次我方回合結束階段，得到該機械族怪獸控制權。\n②：此卡被和怪獸戰鬥破壞的場合發動。該怪獸攻擊力﹒守備力下降500。
7922915,魔法師領導,①：從手牌將1體「黑魔術士」特殊召喚。之後‧從牌組將1體等級7以下的魔法使族‧闇屬性怪獸特殊召喚。\n②：我方場上有「黑魔術士」存在的場合，可以將墓地的此卡除外‧以對方場上1張表側表示的魔法‧陷阱卡為對象發動。到回合結束以前該卡片的效果無效。此效果不能在此卡被送入墓地的回合發動。
7925734,連結蘋果,此卡名的①效果1回合僅能使用1次。\n①：把手牌的此卡給對方觀看才能發動。我方從額外牌組裡側表示的卡隨機選擇1張除外。除外的卡是連結怪獸的場合，此卡從手牌特殊召喚。不是的場合，此卡從手牌捨棄，我方從牌組抽1張卡。
7935043,海龍神的加護,①：此回合，我方場上等級3以下的水屬性怪獸不會被戰鬥‧效果破壞。
7953868,蒼血鬼,此卡召喚‧反轉召喚成功時，變成守備表示。1回合1次，可以將我方場上存在的1個超量素材取除，選擇我方墓地存在1體等級4不死族怪獸特殊召喚。
7969770,移魂使魔,①：1回合1次，以我方場上1體怪獸為對象才能發動。該我方怪獸的位置向其他的我方的主要怪獸區域移動。
7984540,聖天樹之月桂精,植物族怪獸二體\n此卡名的②效果1回合僅能使用1次。\n①：此卡不會被作為攻擊對象。（我方場上只有被此效果適用的怪獸存在狀態中對方之攻擊變成對我方直接攻擊。）\n②：把我方場上1體怪獸解放，以此卡名以外我方墓地2體植物族連結怪獸為對象才能發動。那些怪獸回到額外牌組。
7986397,魂歸死仇的進化,「死仇」儀式怪獸降臨必需。\n此卡名的卡1回合僅能發動1張。\n①：等級合計直到變成儀式召喚的怪獸相同為止，把我方的手牌‧場上的怪獸解放或者作為解放的代替而把我方牌組的1體「死仇」怪獸送去墓地，從我方的手牌‧墓地把1體「死仇」儀式怪獸儀式召喚。因此效果儀式召喚的怪獸在下個回合結束階段破壞。
7987191,裝彈槍管‧R‧龍【裝彈槍管暴動龍】,「重裝扳機」降臨。\n此卡名的①②效果1回合各僅能使用1次。\n①：對方把怪獸特殊召喚之際才能發動。該特殊召喚無效，該怪獸破壞。那之後，把此卡或我方場上1體「彈丸」怪獸破壞。\n②：此卡於墓地存在，以我方墓地1體「槍管」或「彈丸」怪獸為對象才能發動。選擇我方手牌‧場上1張卡破壞，該卡加入手牌。
8025950,零件匣,此卡名在規則上也當作「變形鬥士」卡使用。\n此卡名的卡1回合僅能發動1張。\n①：作為此卡發動時的效果處理，給此卡放置3個變形鬥士計數器。\n②：1回合1次，我方主要階段才能發動。把我方場上1個變形鬥士計數器取除，在我方場上把1體「零件匣衍生物」（機械族·地·等級1·攻／守0）特殊召喚。因此效果特殊召喚的衍生物存在，我方不是同步怪獸不能從額外牌組特殊召喚。
8025951,零件匣衍生物,由「零件匣」的效果特殊召唤。
8034697,魔法操縱人形,雙方每次發動魔法成功時‧此卡得到1個魔力計數器。此卡每有1個魔力計數器‧此卡攻擊力上升200。除去此卡上的2個魔力計數器‧破壞場上1體怪獸。
8038143,時空轉生,我方場上有「銀河眼的時空龍」怪獸存在的場合，此卡也能從手牌發動。\n①：我方場上有「銀河眼」怪獸存在，連鎖2以上才能發動。此卡發動時累積的連鎖上全部對方怪獸效果·魔法·陷阱卡發動無效，因此效果把發動無效的場上怪獸以及魔法·陷阱卡全部回到原持有者牌組。
8041569,熔岩炎湖畔的淑女,我方墓地有「熔岩」怪獸3種以上的場合，可以將我方墓地存在的此卡與1體「熔岩」怪獸除外來發動。選擇對方場上覆蓋的1張卡破壞。
8057630,核心的再練成,①：以我方墓地1體「核成」怪獸為對象才能發動。該怪獸攻擊表示特殊召喚。此卡離開魔法與陷阱區時，該怪獸破壞。怪獸離場的場合，此卡破壞。在我方結束階段，對象怪獸破壞的場合，此卡的控制者受到該怪獸攻擊力數值之傷害。
8058240,封印的鎖,咯吱咯吱的勒住對方‧擁有封印的力量。
8062132,毒蛇神　維諾米娜卡,此卡不能通常召喚。\n以「蛇神降臨」和此卡的效果才能特殊召喚。\n當此卡放置3個劇毒計數器時，我方獲得決鬥勝利。\n①：此卡的攻擊力上升我方墓地爬蟲類族怪獸數量×500。\n②：此卡不會成為此卡以外效果對象，不受此卡以外效果影響。\n③：此卡被戰鬥破壞送入墓地時，把此卡以外我方墓地1體爬蟲類族怪獸除外才能發動。此卡從墓地特殊召喚。\n④：此卡給予對方戰鬥傷害時發動。給此卡放置1個劇毒計數器。
8078366,海皇的突擊兵,我方場上有此卡以外的魚族‧海龍族‧水族怪獸存在的場合，此卡的攻擊力上升800。
8083925,Live☆Twin　首頁,此卡名的卡1回合僅能發動1張。\n①：捨棄1張手牌才能發動。從牌組把1體「姬絲姬樂」怪獸或「璃菈」怪獸特殊召喚。此卡發動後，直到回合結束時我方不是「Evil★Twin」怪獸不能從額外牌組特殊召喚。
8085950,燃燒龍,此卡名的①②效果1回合各僅能使用1次。\n①：此卡於手牌存在，對方場上有2體怪獸以上存在的場合才能發動。此卡特殊召喚。\n②：此卡召喚‧特殊召喚成功的場合，從手牌捨棄1張魔法卡才能發動。場上的魔法‧陷阱卡全部破壞。
8091563,SD機體 獅鬥士,此卡召喚成功時，可以從手牌特殊召喚1體「SD機體」怪獸或「軌道7」。另外，1回合1次，從我方墓地將「SD機體」怪獸或「軌道7」加入我方手牌時，可以從手牌特殊召喚那體怪獸。
8102334,大門阻擋者,①：此卡於怪獸區域存在存在，對方不能以其他我方場上的怪獸作為效果對象，也不能在場上卡片放置計數器。對方的場地魔法卡效果無效。
8124921,被封印的右足,被封印的右足。封印解開的話能夠得到無限的力量。
8129306,六花精　櫻草,此卡名的①②效果1回合各僅能使用1次。\n①：我方場上怪獸被解放的場合才能發動。此卡從手牌守備表示特殊召喚。\n②：以我方場上最多2體植物族怪獸為對象才能發動。那些怪獸的等級直到回合結束時上升等級2。
8131171,殺手蛇,此卡名的①效果1回合僅能使用1次。\n①：我方準備階段時此卡在墓地的場合，此卡可以回到手牌。下1個對方回合結束階段，選擇我方墓地1張「殺手蛇」除外。
8148322,捕食霸種結合,此卡名的卡1回合僅能發動1張。\n①：場上有「捕食植物」怪獸存在的場合才能發動。從我方‧對方場上把闇屬性怪獸卡所決定的包含我方場上闇屬性怪獸2體以上在內之融合素材怪獸送去墓地，把那1體融合怪獸從額外牌組融合召喚。
8165596,No.90　銀河眼的光子卿,等級八怪獸二體\n此卡名的②③效果1回合各僅能使用1次。\n①：有「光子」卡作為超量素材的此卡不會被效果破壞。\n②：對方怪獸的效果發動時，把此卡1個超量素材取除才能發動。該效果無效。取除的超量素材是「銀河」卡的場合，再把那張卡破壞。\n③：對方回合才能發動。從牌組選擇1張「光子」卡或者「銀河」卡加入手牌或在此卡下方重疊作為超量素材。
8175346,口袋龍,此卡召喚成功時，可以從我方牌組將1體「口袋龍」加入手牌。
8192327,光靈神　福斯奧拉奇,此卡不能通常召喚。\n我方墓地的光屬性怪獸是5體的場合才能特殊召喚。\n此卡名的①效果1回合僅能使用1次。\n①：此卡特殊召喚成功時才能發動。對方場上的怪獸全部破壞。\n②：表側表示的此卡從場上離開的場合，下次的我方回合的戰鬥階段跳過。
8198620,冥界龍　龍亡,不死族怪獸二體\n此卡僅能以融合召喚從額外牌組特殊召喚。\n此卡名在我方場上僅能表側表示存在1體。\n①：與此卡進行戰鬥的怪獸不會被戰鬥破壞。\n②：此卡和怪獸進行戰鬥的傷害步驟結束時發動。該怪獸的攻擊力變為0。那之後，和該怪獸相同之原等級‧原攻擊力的1體「闇魂衍生物」（不死族‧闇‧等級？‧攻？／守0）在我方場上特殊召喚。
8198621,闇魂衍生物,由「冥界龍 龍亡」的效果特殊召喚。
8198712,世界末日,「破滅之女神　露茵」「終焉之王　帝滅斯」降臨必需。\n①：將合計等級和儀式怪獸的等級相同的我方場上‧手牌怪獸解放，從手牌把「破滅之女神　露茵」或「終焉之王　迪米斯」儀式召喚。
8200556,被檢體　突變質ST－46,此卡名的①②效果1回合僅能各使用1次。\n①：此卡召喚·特殊召喚成功的場合才能發動。從牌組把1張「突變質」魔法‧陷阱卡加入手牌。\n②：把此卡解放，從手牌以及我方場上的表側表示的卡之中把1張卡除外才能發動。依據除外的卡的種類，從手牌‧牌組把1體以下怪獸特殊召喚。\n●怪獸：「突變質獸　獸化型」\n●魔法：「突變質獸　魔霧型」\n●陷阱：「突變質獸　武庫型」
8201910,海洋星星,此卡表側表示存在場上時，場上全部水屬性怪獸攻擊力上升500分，炎屬性怪獸攻擊力下降400分。
8226374,奇巧人偶－小矮蛋,此卡名的①效果1回合僅能使用1次。\n①：此卡召喚‧特殊召喚成功時才能發動。從手牌把1體「奇巧人偶」怪獸特殊召喚。
8233522,A‧O‧J　週期解讀蟲,①：把此卡從手牌捨棄至墓地，以對方墓地最多2體光屬性怪獸為對象才能發動。那些怪獸除外。此效果在對方回合也能發動。
8240199,青之眼的賢士,此卡名的②效果1回合僅能使用1次 。\n①：此卡召喚成功時才能發動。從牌組把此卡名以外的1體光屬性‧等級1協調怪獸加入手牌。\n②：把此卡從手牌送入墓地，以我方場上1體效果怪獸為對象才能發動。該怪獸送去墓地，從牌組把1體「青眼」怪獸特殊召喚。
8243121,LL－比翼的麗鳥,此卡名的①②效果1回合各僅能使用1次。\n①：以我方場上1體「LL」怪獸為對象才能發動。對方場上全部怪獸攻擊力變成和作為對象的怪獸攻擊力相同，對方場上全部怪獸的等級‧階級變成1。\n②：對方怪獸向我方「LL」怪獸攻擊宣言時，把墓地的此卡除外才能發動。該我方怪獸攻擊力直到回合結束時變成和那體對方怪獸攻擊力相同。
8251996,搗蛋三角暴風！！,①：我方場上有「搗蛋小綠」「搗蛋小黃」「搗蛋小黑」各1體存在的場合才能發動。對方場上的卡全部破壞。
8264361,暗影之闇靈使　達爾克,包含闇屬性怪獸的怪獸二體\n此卡名在規則上也當作「憑依裝著」卡使用。\n此卡名的①②的效果1回合各僅能使用1次。\n①：以對方墓地1體闇屬性怪獸為對象才能發動。該體怪獸在作為此卡所連結區的我方場上特殊召喚。\n②：連結召喚之此卡被戰鬥或者對方效果破壞的場合才能發動。從牌組把1體守備力1500以下的闇屬性怪獸加入手牌。
8267140,宇宙旋風,①：支付1000分生命值，以場上1張魔法‧陷阱卡為對象才能發動。該卡除外。
8275702,寶玉的契約,①：以我方魔法與陷阱區域的1張「寶玉獸」怪獸為對象才能發動。該怪獸特殊召喚。
8279188,阿比斯‧護身符,對方怪獸攻擊宣言時發動。手牌1張捨棄置墓地，對方怪獸1體攻擊無效。此卡發動後3回合的對方結束階段破壞。
8284390,SR56飛機,此卡名的①效果1回合僅能使用1次。\n①：我方場上有怪獸被特殊召喚的場合可以發動。從手牌將此卡特殊召喚。發動此效果以後，到回合結束以前我方不能特殊召喚風屬性以外的怪獸。\n②：此卡召喚‧特殊召喚成功的場合，可以選擇場上1體表側表示怪獸為對象發動。到回合結束以前該怪獸的攻擊力下降600。
8310162,Sin　悖論龍,「Sin　平行齒輪」＋協調以外「Sin」怪獸\n①：此卡名在我方場上僅能有1體表側表示存在。\n②：此卡同步召喚成功時，以我方‧對方墓地1體同步怪獸為對象才能發動。該怪獸在我方場上特殊召喚。\n③：場上沒有「Sin World」存在的場合，此卡破壞。
8316565,猛拳反制,①：我方場上有「BK」怪獸存在，戰鬥階段中有怪獸效果‧魔法‧陷阱卡發動時才能發動。該發動無效並破壞。
8316661,魔轟神　密茲託吉,①：把此卡從手牌送去墓地，以我方場上1體「魔轟神」怪獸為對象才能發動。該怪獸表側表示存在當作協調。
8321183,靈獸的誓還,①：從手牌將1體「靈獸」怪獸除外，以我方墓地或我方被除外的怪獸之中1體「靈獸」怪獸為對象才能發動。該怪獸特殊召喚
8323633,夜霧的狙擊手,①：宣言1個原種類為怪獸卡的卡才能發動。對方把宣言怪獸召喚·特殊召喚·反轉的場合，此卡和宣言的怪獸除外。
8327462,死亡之鳥,「達可希鳥」＋「骷髏的寺院」
8339504,超量變換,此卡名的卡1回合僅能發動1張。\n①：解放我方場上1體超量怪獸發動。和解放的怪獸種族‧屬性‧階級相同而卡名不同的1體超量怪獸從額外牌組特殊召喚，將此卡重疊在下面作為超量素材。這個效果特殊召喚的怪獸在結束階段時送去墓地。
8353769,空氣耳,吸收周圍的空氣，使對方窒息的妖怪。
8372133,痕紅使魔,此卡名的①②效果1回合各僅能使用1次。\n①：把我方場上1體惡魔族怪獸解放，以我方墓地1體龍族‧闇屬性同步怪獸為對象才能發動。該怪獸守備表示特殊召喚。因此效果特殊召喚的怪獸效果無效化。\n②：把墓地的此卡除外，以我方場上1體龍族‧闇屬性同步怪獸為對象，宣言等級1～等級8任意等級才能發動。該怪獸直到回合結束時變成宣言的等級。
8384771,EM橡皮羊,①：1回合1次，我方怪獸和對方怪獸進行戰鬥的攻擊宣言時可以發動。該我方怪獸不會被該次戰鬥破壞。\n【怪獸效果】\n①：1回合1次，我方怪獸和對方怪獸進行戰鬥的攻擊宣言時可以發動。該我方怪獸不會被該次戰鬥破壞。
8387138,No.27　弩級戰艦－無畏機,等級四怪獸二體以上\n此卡名的①效果1回合僅能使用1次。\n①：此卡戰鬥破壞對方怪獸的戰鬥結束階段時才能發動。把1體階級10以上的機械族超量怪獸在我方場上的此卡上面重疊當作超量召喚從額外牌組特殊召喚。\n②：場上的此卡被戰鬥‧效果破壞的場合，可以作為代替把此卡1個超量素材取除。
8396952,大秘儀之力I－THE MAGICIAN,①：此卡召喚‧反轉召喚‧特殊召喚成功的場合發動。進行1次硬幣投擲，得到那個裡‧表的以下效果。\n●表：此卡於場上表側表示存在，魔法卡發動時，直到該回合結束階段為止，此卡攻擊力變為2倍。\n●裡：此卡於場上表側表示存在，魔法卡發動時，對方玩家回復500生命值。
